polling_date,province,cc_mean_vote_share,dgm_mean_vote_share,pdal_mean_vote_share,ssp_mean_vote_share,cc_win_probability,dgm_win_probability,pdal_win_probability,ssp_win_probability
2024-05-10,Cerebrica,0.26704767111426336,0.35051536464598265,0.3094537644735259,0.07298319976622837,0.01325,0.87225,0.1145,0.0
2024-05-10,Cortexia,0.1314422541870739,0.27639218061691956,0.30289626637977846,0.28926929881622737,0.001,0.1415,0.65525,0.20225
2024-05-10,Neuronia,0.03511396726640389,0.24744659928650933,0.12098073954172758,0.5964586939053586,0.0,0.0,0.0,1.0
2024-05-10,Amperville,0.04217701649013938,0.22530560686958126,0.6680063664740848,0.0,0.0,0.0,1.0,0.0
2024-05-10,Binaryshire,0.7337444021726272,0.07564016127581842,0.12610442638535893,0.0,1.0,0.0,0.0,0.0
2024-05-10,Byteforge Domain,0.37137090674583817,0.14070483358983135,0.42341324949813713,0.0,0.06475,0.0005,0.93475,0.0
2024-05-10,Circuiton,0.08252613949251884,0.45448418243202515,0.3984786679092608,0.0,0.0,0.94225,0.05775,0.0
2024-05-10,Electropolis,0.2630947755702712,0.3622448096845563,0.3101494045789789,0.0,0.007,0.92875,0.06425,0.0
2024-05-10,Infinitron Peninsula,0.39739222721665696,0.3109210674537441,0.2271756951634052,0.0,0.982,0.0165,0.0015,0.0
2024-05-10,Infoglen,0.3081735215378119,0.32602484932185244,0.3012906189741432,0.0,0.19325,0.63875,0.168,0.0
2024-05-10,Quantumridge,0.1799800771871566,0.30844036901541144,0.4470685436312392,0.0,0.00025,0.0045,0.99525,0.0
2024-05-10,Voltagea,0.10263853554091472,0.39431473909222475,0.43853571520066853,0.0,0.0,0.08625,0.91375,0.0
2024-05-09,Cerebrica,0.2696754530987839,0.350931797742119,0.3068383000649356,0.07255444909415965,0.0145,0.887,0.0985,0.0
2024-05-09,Cortexia,0.13386309099222166,0.2766954955503606,0.30027079468202605,0.28917061877539274,0.001,0.14925,0.62575,0.224
2024-05-09,Neuronia,0.037387799069338756,0.24770574084799923,0.11807764957336812,0.5968288105092935,0.0,0.0,0.0,1.0
2024-05-09,Amperville,0.044322178719072076,0.22562076747593493,0.6663981399432687,0.0,0.0,0.0,1.0,0.0
2024-05-09,Binaryshire,0.7371971626719825,0.07567233821080237,0.12347158525549046,0.0,1.0,0.0,0.0,0.0
2024-05-09,Byteforge Domain,0.37413850052727504,0.1408600331756,0.42134255243540214,0.0,0.07425,0.0005,0.92525,0.0
2024-05-09,Circuiton,0.08474759283138987,0.45523266814194574,0.3963608251649401,0.0,0.0,0.95125,0.04875,0.0
2024-05-09,Electropolis,0.26565764355812044,0.36281889150157026,0.30786455107858474,0.0,0.007,0.93625,0.05675,0.0
2024-05-09,Infinitron Peninsula,0.40020902145830384,0.31139810762599235,0.22473395705397944,0.0,0.98375,0.01475,0.0015,0.0
2024-05-09,Infoglen,0.31082162328809576,0.32653044734610004,0.2989890155040795,0.0,0.218,0.6435,0.1385,0.0
2024-05-09,Quantumridge,0.18238579398756982,0.30891271874526155,0.44504257340544473,0.0,0.00025,0.0045,0.99525,0.0
2024-05-09,Voltagea,0.10489801689387578,0.3949494579275443,0.43649361131685543,0.0,0.0,0.0925,0.9075,0.0
2024-05-08,Cerebrica,0.27254795295999107,0.34859675678569546,0.30642504592291864,0.07243024433139598,0.01625,0.882,0.10175,0.0
2024-05-08,Cortexia,0.13642498120601915,0.27419067246739615,0.29984252032756525,0.28954182599902,0.001,0.1285,0.6245,0.246
2024-05-08,Neuronia,0.039729045477645226,0.2451346167498186,0.11723269040697279,0.5979036473655616,0.0,0.0,0.0,1.0
2024-05-08,Amperville,0.046547430610783994,0.22334141245311018,0.667249239466465,0.0,0.0,0.0,1.0,0.0
2024-05-08,Binaryshire,0.7413868140649426,0.07296785798287882,0.12278341048253717,0.0,1.0,0.0,0.0,0.0
2024-05-08,Byteforge Domain,0.37729882877918003,0.13834036936974695,0.42149888438143296,0.0,0.08125,0.0005,0.91825,0.0
2024-05-08,Circuiton,0.08708745654364528,0.45360429563919463,0.3964463303475185,0.0,0.0,0.95,0.05,0.0
2024-05-08,Electropolis,0.2685104130927087,0.3609285127481305,0.30769915668951875,0.0,0.00825,0.9325,0.05925,0.0
2024-05-08,Infinitron Peninsula,0.40344326335913483,0.30936194360892205,0.2243328755623005,0.0,0.986,0.0125,0.0015,0.0
2024-05-08,Infoglen,0.3138024391532789,0.32453718567257905,0.29879845770449964,0.0,0.2695,0.59325,0.13725,0.0
2024-05-08,Quantumridge,0.1850024759399061,0.30686950829587495,0.44526609829457875,0.0,0.00025,0.004,0.99575,0.0
2024-05-08,Voltagea,0.1072950099352236,0.39315017391720214,0.43669289867793076,0.0,0.0,0.0835,0.9165,0.0
2024-05-07,Cerebrica,0.2737489402113734,0.35095569120321196,0.30338516823279693,0.07191020035261814,0.015,0.905,0.08,0.0
2024-05-07,Cortexia,0.1374474340126968,0.27645201829442484,0.2967940092118219,0.2893065384810558,0.001,0.15525,0.57825,0.2655
2024-05-07,Neuronia,0.04062467505259351,0.24735785360298423,0.11394467420136552,0.5980727971430555,0.0,0.0,0.0,1.0
2024-05-07,Amperville,0.04740946008499169,0.22547326423343558,0.6651313433245256,0.0,0.0,0.0,1.0,0.0
2024-05-07,Binaryshire,0.7433789286342128,0.07485514257739703,0.1197799964313403,0.0,1.0,0.0,0.0,0.0
2024-05-07,Byteforge Domain,0.3786987915285327,0.14033397565889616,0.4189813004555223,0.0,0.091,0.0005,0.9085,0.0
2024-05-07,Circuiton,0.08801542021811755,0.456110646416597,0.3938880010082358,0.0,0.0,0.9605,0.0395,0.0
2024-05-07,Electropolis,0.2697334426255371,0.3632841358560723,0.3049964891613421,0.0,0.0075,0.94825,0.04425,0.0
2024-05-07,Infinitron Peninsula,0.40488574735374394,0.3116336989733606,0.22149462131584566,0.0,0.98675,0.01225,0.001,0.0
2024-05-07,Infoglen,0.3150991315279029,0.3268336220140583,0.2960813141009899,0.0,0.265,0.63125,0.10375,0.0
2024-05-07,Quantumridge,0.18608968836543877,0.30913720996954025,0.4427871693079744,0.0,0.00025,0.00425,0.9955,0.0
2024-05-07,Voltagea,0.10825583912572664,0.39555820225704713,0.43420002626017673,0.0,0.0,0.099,0.901,0.0
2024-05-06,Cerebrica,0.27642346440333887,0.3457870882283468,0.307768096504491,0.07002135086382283,0.01925,0.86825,0.1125,0.0
2024-05-06,Cortexia,0.14040599949834862,0.27143867493647506,0.30119067292480006,0.28696465264037735,0.001,0.10475,0.6935,0.20075
2024-05-06,Neuronia,0.043785011321856845,0.24240514012659645,0.11872238111125571,0.5950874674402894,0.0,0.0,0.0,1.0
2024-05-06,Amperville,0.05030587125293621,0.22076456663248128,0.6680765255381305,0.0,0.0,0.0,1.0,0.0
2024-05-06,Binaryshire,0.7444777529461309,0.07053546944950402,0.12413374102791545,0.0,1.0,0.0,0.0,0.0
2024-05-06,Byteforge Domain,0.3807395310403821,0.13584518032806964,0.4225622520550973,0.0,0.083,0.0005,0.9165,0.0
2024-05-06,Circuiton,0.09080695215858108,0.4508062463524522,0.3975337649125159,0.0,0.0,0.947,0.053,0.0
2024-05-06,Electropolis,0.27205562361981045,0.3582194930267128,0.3088718467770266,0.0,0.0095,0.92925,0.06125,0.0
2024-05-06,Infinitron Peninsula,0.406858849807192,0.3067024616318039,0.22558565198455388,0.0,0.98975,0.00925,0.001,0.0
2024-05-06,Infoglen,0.31730413961478526,0.32186312550510393,0.29997969830366256,0.0,0.3455,0.51275,0.14175,0.0
2024-05-06,Quantumridge,0.1886279088844918,0.30421242069219157,0.44630663384686575,0.0,0.00025,0.0035,0.99625,0.0
2024-05-06,Voltagea,0.11099509303872908,0.390410200257243,0.43774167012757853,0.0,0.0,0.065,0.935,0.0
2024-05-05,Cerebrica,0.2738340882143626,0.34637960005328344,0.3104191845874248,0.06936712714492983,0.015,0.86525,0.11975,0.0
2024-05-05,Cortexia,0.1376829883193927,0.2719581406311063,0.30383529879396554,0.2865235722555348,0.001,0.098,0.73325,0.16775
2024-05-05,Neuronia,0.04096707156298846,0.24289608083632183,0.12118773479383288,0.5949491128068571,0.0,0.0,0.0,1.0
2024-05-05,Amperville,0.04770766242353108,0.22126794865197577,0.6710738324149798,0.0,0.0,0.0,1.0,0.0
2024-05-05,Binaryshire,0.7427250438461501,0.0708558727797576,0.12646852686457902,0.0,1.0,0.0,0.0,0.0
2024-05-05,Byteforge Domain,0.37854378963628155,0.13624513073352626,0.4252605231206806,0.0,0.065,0.00025,0.93475,0.0
2024-05-05,Circuiton,0.0882580735510564,0.4515898186001727,0.40020155133925717,0.0,0.0,0.945,0.055,0.0
2024-05-05,Electropolis,0.2697275054704964,0.35889029482528406,0.31143164319470745,0.0,0.007,0.92975,0.06325,0.0
2024-05-05,Infinitron Peninsula,0.40469492167230153,0.3073105158065477,0.22804400601164032,0.0,0.98975,0.00925,0.001,0.0
2024-05-05,Infoglen,0.3150311340521937,0.3224896453330083,0.30252866410528634,0.0,0.29425,0.54325,0.1625,0.0
2024-05-05,Quantumridge,0.1861981759736239,0.30481744200289,0.44903382551397275,0.0,0.00025,0.003,0.99675,0.0
2024-05-05,Voltagea,0.10847080353961112,0.3911202102619818,0.44045842968889365,0.0,0.0,0.05675,0.94325,0.0
2024-05-04,Cerebrica,0.27189226626291396,0.35306956530885636,0.3068269588972707,0.06821120953095822,0.0115,0.916,0.0725,0.0
2024-05-04,Cortexia,0.13577760351200058,0.27866802276902586,0.3002448351020283,0.2853095386169463,0.00075,0.171,0.674,0.15425
2024-05-04,Neuronia,0.039087570143935914,0.24961374064522715,0.11764615176173575,0.5936525374491015,0.0,0.0,0.0,1.0
2024-05-04,Amperville,0.0459554659044176,0.22750231824535078,0.6675867604359678,0.0,0.0,0.0,1.0,0.0
2024-05-04,Binaryshire,0.7407422724494596,0.07714014219852915,0.12316212993774647,0.0,1.0,0.0,0.0,0.0
2024-05-04,Byteforge Domain,0.3766818368699589,0.14250770699677268,0.4218550007190057,0.0,0.0665,0.0005,0.933,0.0
2024-05-04,Circuiton,0.08649242426611124,0.45774777796498933,0.3968043423546354,0.0,0.0,0.96675,0.03325,0.0
2024-05-04,Electropolis,0.26790165295442675,0.36507900763874435,0.3080638839925645,0.0,0.00525,0.955,0.03975,0.0
2024-05-04,Infinitron Peninsula,0.4028242931602642,0.3135163404240444,0.224703911001429,0.0,0.9875,0.01175,0.00075,0.0
2024-05-04,Infoglen,0.31319025187083427,0.3286904342117942,0.2991638585031079,0.0,0.212,0.6795,0.1085,0.0
2024-05-04,Quantumridge,0.1844000346564949,0.3110240937078838,0.44562041622135856,0.0,0.00025,0.00375,0.996,0.0
2024-05-04,Voltagea,0.10669844859827889,0.3972982306683113,0.43704786531914713,0.0,0.0,0.08375,0.91625,0.0
2024-05-03,Cerebrica,0.27255483239715766,0.35477967954362827,0.30499257871963065,0.0676729093395833,0.01025,0.929,0.06075,0.0
2024-05-03,Cortexia,0.13626601544070363,0.2802829426928383,0.2984020333148634,0.28504900855159476,0.00075,0.196,0.6445,0.15875
2024-05-03,Neuronia,0.03945227037542266,0.2511914865767699,0.11556972100332612,0.5937865220444829,0.0,0.0,0.0,1.0
2024-05-03,Amperville,0.04632267319861281,0.2290333097639644,0.6665730921746422,0.0,0.0,0.0,1.0,0.0
2024-05-03,Binaryshire,0.7422117980633309,0.07843257567360878,0.12128470140027954,0.0,1.0,0.0,0.0,0.0
2024-05-03,Byteforge Domain,0.3775737601404513,0.1439038497874452,0.4204514652093231,0.0,0.07,0.00025,0.92975,0.0
2024-05-03,Circuiton,0.08692394572316187,0.45964406684659553,0.39536106256746356,0.0,0.0,0.97175,0.02825,0.0
2024-05-03,Electropolis,0.2686209903490536,0.366828272307697,0.30647981248046813,0.0,0.00475,0.96275,0.0325,0.0
2024-05-03,Infinitron Peninsula,0.4037576929070204,0.31518379802333585,0.22298758420686302,0.0,0.9885,0.011,0.0005,0.0
2024-05-03,Infoglen,0.3139814421731264,0.33038196636375405,0.29756566660033906,0.0,0.19925,0.715,0.08575,0.0
2024-05-03,Quantumridge,0.18498689204041135,0.3126875972176804,0.4442545858791259,0.0,0.00025,0.00375,0.996,0.0
2024-05-03,Voltagea,0.10716202804862973,0.3990986129455094,0.4356684341430809,0.0,0.0,0.09225,0.90775,0.0
2024-05-02,Cerebrica,0.2734772562110972,0.35659521091473434,0.3028554441473749,0.06707208872679281,0.00975,0.94175,0.0485,0.0
2024-05-02,Cortexia,0.13703476126620337,0.2820144722439841,0.29625746730558244,0.28469329918423064,0.00075,0.2325,0.60725,0.1595
2024-05-02,Neuronia,0.04011184993235284,0.25289021287555447,0.11321899499790357,0.5937789421941908,0.0,0.0,0.0,1.0
2024-05-02,Amperville,0.04696137735736923,0.230670228950004,0.6651955506491245,0.0,0.0,0.0,1.0,0.0
2024-05-02,Binaryshire,0.743823777427597,0.07985886366110748,0.11914451586779276,0.0,1.0,0.0,0.0,0.0
2024-05-02,Byteforge Domain,0.37867575429498257,0.14542170633880158,0.41872969632271356,0.0,0.0755,0.0,0.9245,0.0
2024-05-02,Circuiton,0.08761943509445895,0.4616035197868937,0.39360420207514524,0.0,0.0,0.9765,0.0235,0.0
2024-05-02,Electropolis,0.2695706024277332,0.3686579124541533,0.3045986420746108,0.0,0.00475,0.968,0.02725,0.0
2024-05-02,Infinitron Peninsula,0.4048963080858418,0.3169412078610743,0.22098964100958135,0.0,0.9895,0.01,0.0005,0.0
2024-05-02,Infoglen,0.31499449568448984,0.3321606324618457,0.2956720288101603,0.0,0.191,0.7395,0.0695,0.0
2024-05-02,Quantumridge,0.18581953290728342,0.314441515852202,0.44256610819701014,0.0,0.00025,0.00375,0.996,0.0
2024-05-02,Voltagea,0.10788582253784089,0.40097338660719745,0.4339679478114599,0.0,0.0,0.10675,0.89325,0.0
2024-05-01,Cerebrica,0.27175692920053085,0.3630728624545847,0.2994926097046383,0.06567759864024725,0.00725,0.96325,0.0295,0.0
2024-05-01,Cortexia,0.1354322429477091,0.28855651911228475,0.2929003297611777,0.2831109081788281,0.0005,0.3605,0.50425,0.13475
2024-05-01,Neuronia,0.0385930178687949,0.2594574065348545,0.11001989856107532,0.5919296770352763,0.0,0.0,0.0,1.0
2024-05-01,Amperville,0.04553164816614781,0.23673611783702916,0.6615971806049954,0.0,0.0,0.0,1.0,0.0
2024-05-01,Binaryshire,0.7416478936994464,0.08608623146336637,0.1161308214453582,0.0,1.0,0.0,0.0,0.0
2024-05-01,Byteforge Domain,0.3768908471126817,0.15157887375069248,0.41539522574479915,0.0,0.07775,0.0,0.92225,0.0
