,cc_mean_vote_share,dgm_mean_vote_share,pdal_mean_vote_share,ssp_mean_vote_share,cc_win_probability,dgm_win_probability,pdal_win_probability,ssp_win_probability
2024-05-19,0.2310361768565793,0.3035517166779355,0.3259014549315131,0.07717090218482694,0.00525,0.907,0.08775,0.0
2024-05-18,0.22945706775291988,0.3030556211066892,0.32880612858512226,0.07690309445829284,0.00475,0.895,0.10025,0.0
2024-05-17,0.2276377648763506,0.3060540213358089,0.3282706664652219,0.07676083084719564,0.0045,0.9135,0.082,0.0
2024-05-16,0.22700480209543059,0.303483176864861,0.33192347970246333,0.07675096775784981,0.0045,0.891,0.1045,0.0
2024-05-15,0.22788058975758824,0.3004826451359249,0.3347259672183343,0.07658621380239744,0.0045,0.86875,0.12675,0.0
2024-05-14,0.2241035129619675,0.30308796443055347,0.3364125937689789,0.07653270432137899,0.004,0.87925,0.11675,0.0
2024-05-13,0.2234187069929721,0.3066801456356309,0.3344253322232757,0.07620263810309875,0.00325,0.908,0.08875,0.0
2024-05-12,0.22386287961538368,0.3049438638600779,0.33619158399530646,0.07617767493360406,0.00325,0.89475,0.102,0.0
2024-05-11,0.22303940636894054,0.3067063024635074,0.33565725190887635,0.07620124451349167,0.0025,0.91075,0.08675,0.0
2024-05-10,0.2247705962303331,0.308448003379652,0.3328048409534715,0.07607713359322957,0.00275,0.9315,0.06575,0.0
2024-05-09,0.22638218219488604,0.3101518662855065,0.33041239778034726,0.07574441357147635,0.00275,0.94325,0.054,0.0
2024-05-08,0.22520093725450624,0.31478446395756776,0.32729242033747274,0.07582054483114574,0.00225,0.96325,0.0345,0.0
2024-05-07,0.22980022529939534,0.31327070481819125,0.3247789170203451,0.07573096181401319,0.00225,0.96475,0.033,0.0
2024-05-06,0.22853979966621712,0.31315722571031884,0.3265614693907941,0.07575548797712203,0.00225,0.96375,0.034,0.0
2024-05-05,0.22696216349078321,0.3170345931788952,0.32489037718783603,0.07562767928238831,0.002,0.973,0.025,0.0
2024-05-04,0.22326589098028585,0.32475920241072576,0.32146696691268156,0.0755167425279974,0.001,0.9855,0.0135,0.0
2024-05-03,0.21876241200309426,0.3243755302538807,0.32675759581843455,0.07554732268489495,0.0005,0.98325,0.01625,0.0
2024-05-02,0.2135666745123787,0.333732076264358,0.3232177744838811,0.0754262329449558,0.0005,0.99125,0.00825,0.0
2024-05-01,0.211860317543518,0.33745411978646994,0.32219050360708207,0.07504676019007005,0.00025,0.99475,0.005,0.0
2024-04-30,0.20885863999307977,0.33546726010577094,0.32741181713499723,0.07519974604938554,0.00025,0.99225,0.0075,0.0
2024-04-29,0.20319589599109783,0.3453652639865832,0.3237014650810061,0.07514771152866506,0.00025,0.997,0.00275,0.0
2024-04-28,0.19942307317676156,0.3525406596601566,0.3211341553995931,0.07487619968878508,0.0,0.998,0.002,0.0
2024-04-27,0.20113768552914804,0.35378543473484236,0.31872211853184407,0.07480904904584462,0.0,0.99825,0.00175,0.0
2024-04-26,0.20336847423833893,0.3573385975861324,0.3137159935490833,0.07457816370959154,0.0,0.9985,0.0015,0.0
2024-04-25,0.2036288980595243,0.3571240778604793,0.3140496008533195,0.07463185533332038,0.0,0.99875,0.00125,0.0
2024-04-24,0.2042351423604398,0.3540613185925811,0.31699273911856807,0.07461001928387519,0.0,0.99825,0.00175,0.0
2024-04-23,0.20503072897038602,0.3591110709203219,0.3125101228134071,0.07395934868647365,0.0,0.99925,0.00075,0.0
2024-04-22,0.20346713527982474,0.3588276013136152,0.31489050233043386,0.07390400052417148,0.0,0.99925,0.00075,0.0
2024-04-21,0.20225572776002998,0.3658001866282172,0.30976472543361055,0.07377557978142996,0.0,0.9995,0.0005,0.0
2024-04-20,0.20339190667101767,0.3575044320720497,0.31814727769478474,0.07322160620209527,0.0,0.999,0.001,0.0
2024-04-19,0.1990071797674993,0.3563002371934737,0.32437918653135844,0.07308717653645856,0.0,0.999,0.001,0.0
2024-04-18,0.19501372476530884,0.3678283396695043,0.31768102015692395,0.07281200111485336,0.0,0.99975,0.00025,0.0
2024-04-17,0.19286544045862433,0.375732200866229,0.312725625557418,0.07256287121627876,0.0,1.0,0.0,0.0
2024-04-16,0.18929868211993228,0.3806341800279844,0.31169209269162906,0.07267877375412064,0.0,1.0,0.0,0.0
2024-04-15,0.20071360916264686,0.3778578504318006,0.30409366033664975,0.07225360771809676,0.0,1.0,0.0,0.0
2024-04-14,0.1995890649723004,0.37609514770101443,0.3076904880333045,0.07207076247318671,0.0,1.0,0.0,0.0
2024-04-13,0.1979714736496385,0.38286403633193705,0.3028149707708594,0.0722085640253308,0.0,1.0,0.0,0.0
2024-04-12,0.20244106632958164,0.38756190428962933,0.294313635263483,0.07205889031200681,0.0,1.0,0.0,0.0
2024-04-11,0.20635349829171426,0.3782912895529311,0.29983457162767896,0.07228346906369369,0.0,1.0,0.0,0.0
2024-04-10,0.2099127896322024,0.3709995503602888,0.3044019838287372,0.07200949996117854,0.0,1.0,0.0,0.0
2024-04-09,0.21207018492313198,0.36361323268621515,0.3107696274557449,0.07150800314939629,0.0,1.0,0.0,0.0
